n.louvainGlobalComponentId,size(collect(n.wikiID)),collect(n.wikiID),collect(n.en)
581618,9,"[Q40283,Q189336,Q2001676,Q2380335,Q184733,Q188055,Q163770,Q273976,Q2223653]","[self-defence,Brazilian jiu-jitsu,military offensive,airstrike,Krav Maga,siege,jujutsu,blockade,terrorist attack]"
523456,9,"[Q182531,Q174736,Q170013,Q207452,Q188924,Q161705,Q17205,Q104843,Q214190]","[battleship,destroyer,corvette,ship of the line,galley,frigate,aircraft carrier,cruiser,battlecruiser]"
673078,9,"[Q8338,Q173453,Q11405,Q8350,Q83266,Q180744,Q181247,Q131168,Q189388]","[trumpet,wind instrument,flute,trombone,vuvuzela,brass instrument,woodwind instrument,tuba,didgeridoo]"
1389941,9,"[Q181365,Q164307,Q244761,Q83478,Q80091,Q719375,Q3884033,Q178192,Q467699]","[scalar product,binary operation,function composition,mathematical group,integral,operand,operation,vector product,line integral]"
1465757,9,"[Q47574,Q182221,Q42927,Q125465,Q1790144,Q932268,Q476310,Q1978718,Q192054]","[unit of measurement,fuse,nirvana,sea level,unit of time,system of units,gerrymandering,unit of length,salvation]"
729896,9,"[Q16338,Q187466,Q5300,Q68,Q5297,Q5830907,Q183484,Q165678,Q106370]","[personal computer,processor register,central processing unit,computer,microprocessor,computer memory,graphics processing unit,microcontroller,digital signal processor]"
1384877,9,"[Q343568,Q23916,Q172980,Q209163,Q848991,Q270948,Q459435,Q472055,Q54767]","[action-adventure game,adventure game,Western film,video game expansion pack,browser game,action game,mockumentary,strategy video game,puzzle video game]"
1386201,9,"[Q180958,Q38723,Q189004,Q184644,Q3918,Q847027,Q1143635,Q15936437,Q162633]","[faculty,higher education institution,college,conservatory,university,grande école,business school,research university,academy]"
88194,9,"[Q11408,Q209675,Q2796622,Q177625,Q485360,Q226995,Q206925,Q217847,Q131187]","[magnetic field,Dirac delta function,mean,electromagnetic field,covalent radius,median,power series,cauchy sequence,Taylor series]"
687494,9,"[Q1644573,Q220695,Q126793,Q654772,Q187449,Q49389,Q27686,Q11707,Q216212]","[pilgrimage,wholesale,retail,hostel,ecotourism,tourism,hotel,restaurant,motel]"
214006,9,"[Q192096,Q208502,Q150758,Q132560,Q170483,Q175646,Q49295,Q14125,Q31561]","[bowed string instrument,railroad car,Enigma,electron microscope,sailing ship,scanning tunneling microscope,atomic force microscope,bow tie,acoustic guitar]"
1389022,8,"[Q187665,Q14890,Q483634,Q49013,Q124441,Q501862,Q203789,Q224418]","[thermostat,toaster,iron,sewing machine,washing machine,blender,stove,samovar]"
1385941,8,"[Q4925193,Q179274,Q28549308,Q7949,Q181020,Q188572,Q641118,Q189656]","[lie,fatwa,fake news,truth,solipsism,fact,personality,disinformation]"
287848,8,"[Q3133,Q47071,Q76299,Q9128,Q3198,Q42519,Q650770,Q193788]","[green,brown,visible spectrum,light,photon,grey,khaki,sunlight]"
135399,8,"[Q131222,Q29524,Q182557,Q165800,Q16387,Q45045,Q750843,Q181741]","[information theory,natural law,computational linguistics,geocentric model,information science,simulation,information processing,event horizon]"
226527,8,"[Q9255,Q9267,Q9292,Q13389,Q36730,Q256,Q9264,Q33357]","[Kyrgyz,Turkmen,Azerbaijani,Bashkir,Ottoman Turkish,Turkish,Uzbek,Crimean Tatar]"
205157,8,"[Q42603,Q125482,Q106039,Q184402,Q209158,Q51621,Q189459,Q152002]","[priest,Imam,Christian,Ayatollah,Christian democracy,canonization,'ālim,pastor]"
1384923,8,"[Q8134,Q39072,Q47398,Q3196867,Q39680,Q3024789,Q131201,Q133475]","[economics,microeconomics,economic history,debt,macroeconomics,government debt,sustainable development,copyleft]"
1461111,8,"[Q185329,Q177831,Q11466,Q25342,Q164399,Q178828,Q111059,Q25428]","[electromotive force,magnetic flux,temperature,power,capacitance,dew point,critical point,voltage]"
89674,8,"[Q186361,Q34394,Q58721,Q188681,Q193170,Q620749,Q288928,Q5410500]","[punishment,belief,irreligion,resurrection,ratification,dogma,agnosticism,faith]"
565781,8,"[Q164338,Q202539,Q129337,Q220635,Q208187,Q331744,Q181469,Q169560]","[Shinkansen,brig,TGV,carrack,attack aircraft,mast,galleon,caravel]"
616532,8,"[Q49776,Q189760,Q657449,Q47566,Q43109,Q921513,Q12684,Q153271]","[strike,voting,parade,United States presidential election,referendum,social behavior,fashion,Nazi salute]"
188097,8,"[Q13199,Q750553,Q19814,Q7913,Q652,Q33976,Q5146,Q9307]","[Romansh,Brazilian Portuguese,Romance,Romanian,Italian,Sardinian,Portuguese,Galician]"
1477103,8,"[Q178193,Q331795,Q191826,Q2055880,Q25653,Q208420,Q11446,Q171529]","[steamboat,patrol vessel,tug,passenger ship,ferry ship,trireme,ship,canoe]"
651665,8,"[Q22633,Q483505,Q179733,Q79797,Q23693,Q42193,Q8060,Q154845]","[Germanic peoples,Tajiks,Aryan,Armenians,Visigoths,Goths,Romani people,Jutes]"
571597,8,"[Q201959,Q165145,Q11004,Q11457,Q131536,Q107211,Q232191,Q287]","[Capsicum,Quercus robur,vegetable,cotton,boomerang,jute,sweater,wood]"
1385434,8,"[Q36293,Q21163221,Q180951,Q139677,Q172778,Q37748,Q224093,Q207609]","[histone,INS,chromatin,operon,plasmid,chromosome,promoter,oncogene]"
96748,8,"[Q103135,Q36534,Q82682,Q177900,Q378751,Q82264,Q64403,Q319827]","[hydrolysis,chemical reaction,redox,transcription,acid–base reaction,catalysis,electrolysis,chelation]"
231367,8,"[Q459290,Q590870,Q179744,Q11633,Q201658,Q191839,Q725252,Q309254]","[independent film,cinematography,daguerreotype process,photography,film genre,aerial photography,satellite imagery,multi-exposure HDR capture]"
1427192,8,"[Q2138622,Q178359,Q80973,Q12896105,Q6460735,Q44595,Q640448,Q621636]","[nutrition,sauce,breakfast,lunch,meal,cannibalism,intravenous infusion and defusion,route of administration]"
1390887,8,"[Q191931,Q189233,Q185639,Q15026,Q42177,Q204776,Q14745,Q192249]","[wheelchair,throne,electric chair,chair,bed,bench,furniture,saddle]"
208485,7,"[Q33514,Q33527,Q10199,Q9260,Q9168,Q58680,Q178440]","[Indo-Iranian,Iranian,Zazaki,Tajik,Persian,Pashto,Dari]"
781567,7,"[Q19921,Q219416,Q49367,Q125928,Q12705,Q170196,Q7942]","[nuclear winter,sustainability,ice age,climate change,renewable energy,hydropower,global warming]"
695207,7,"[Q169429,Q41966,Q182545,Q12321,Q18534,Q18535,Q181036]","[oxymoron,metonymy,stylistic device,palindrome,metaphor,allegory,hyperbole]"
853344,7,"[Q199771,Q2104072,Q12570,Q158438,Q12280,Q181348,Q1068842]","[sling,pontoon bridge,suspension bridge,arch bridge,bridge,viaduct,footbridge]"
543003,7,"[Q9635,Q1640627,Q64386,Q37017,Q9368,Q9618,Q41055]","[mouth,hymen,gallbladder,face,liver,pancreas,forehead]"
614550,7,"[Q39804,Q39367,Q471839,Q310890,Q4886,Q1535153,Q188558]","[cruise ship,dog breed,science fiction film,monotypic taxon,cultivar,superhero film,Wine]"
1388142,7,"[Q13361286,Q10676,Q116434,Q56307011,Q8079,Q64513817,Q132020]","[Xbox One,Sega Genesis,phonograph,Porsche Taycan,Wii,Xbox Series X,Xbox]"
1475903,7,"[Q11381,Q182129,Q1900326,Q141488,Q1301371,Q5318,Q272735]","[local area network,metropolitan area network,network,graph,computer network,router,tree]"
1384217,7,"[Q41719,Q33198,Q189756,Q17737,Q3239681,Q43514,Q181032]","[hypothesis,string theory,question,theory,scientific theory,theory of relativity,neurosis]"
1389517,7,"[Q216916,Q151384,Q210932,Q161341,Q127771,Q3041792,Q170877]","[military aircraft,Typhoon,airliner,airborne early warning and control system,fighter,reconnaissance aircraft,bomber]"
1384468,7,"[Q1057,Q184681,Q2225,Q159226,Q103230,Q133145,Q187526]","[metabolism,anabolism,electron,alkyne,ethers,acetylene,melanin]"
1386423,7,"[Q171174,Q192611,Q49896,Q188759,Q7174,Q317,Q173424]","[direct democracy,electoral district,military dictatorship,representative democracy,democracy,dictatorship,autocracy]"
201224,7,"[Q320999,Q45422,Q764,Q131227,Q184442,Q159341,Q2690965]","[Lentinula edodes,yeast,fungus,Amanita muscaria,mead,mold,truffle]"
1455382,7,"[Q175029,Q646,Q79757,Q216197,Q25261,Q191069,Q52139]","[anemometer,thermometer,barometer,altimeter,meteorology,paleoclimatology,climatology]"
64107,7,"[Q7553,Q3875186,Q79798,Q179057,Q208674,Q181543,Q728001]","[translation,construction,machine translation,explosion,portmanteau,iconoclasm,derivation]"
150118,7,"[Q5843,Q389782,Q191851,Q187956,Q200814,Q214488,Q131740]","[backpack,cardboard,vase,intermodal container,suitcase,ashtray,wallet]"
1450861,7,"[Q373027,Q7430,Q205858,Q27075,Q11053,Q7020,Q123619]","[exon,DNA,ribozyme,mitochondrial DNA,RNA,genome,nucleic acids]"
145729,7,"[Q213665,Q492264,Q132438,Q483251,Q186170,Q483352,Q253918]","[K-pop,film score,black metal,death metal,doom metal,thrash metal,melodic death metal]"
663345,7,"[Q179661,Q309100,Q205961,Q182868,Q102066,Q474200,Q209711]","[treatment,planning,skill,weather forecasting,navigation,shipbuilding,extreme programming]"
682854,7,"[Q180684,Q1824206,Q1744607,Q492886,Q177777,Q190259,Q222903]","[conflict,supply chain,class struggle,supply chain management,logistics,thermoregulation,multiplexing]"
198259,7,"[Q16917,Q334911,Q179217,Q162297,Q31207,Q1774898,Q210999]","[hospital,health insurance,blood coagulation,hygiene,health care,clinic,psychiatric hospital]"
177106,7,"[Q168210,Q186165,Q615699,Q7094076,Q11439,Q171,Q1153191]","[Internet forum,web portal,online encyclopedia,online database,home page,wiki,online newspaper]"
605250,7,"[Q12029,Q188267,Q188230,Q28643,Q2083958,Q64374289,Q64224974]","[addiction,programming paradigm,ecological succession,paradigm,pattern,griffin,phoenix]"
236788,7,"[Q8392,Q184674,Q178059,Q207791,Q181843,Q751722,Q43405]","[zoophilia,erectile dysfunction,paraphilia,fetishism,necrophilia,sexual harassment,exhibitionism]"
1388483,7,"[Q8454,Q131133,Q192121,Q49822,Q486775,Q48420,Q223590]","[capital punishment,determinism,teleology,excommunication,lynching,gnosticism,damnatio memoriae]"
96563,7,"[Q217327,Q750215,Q100159,Q193777,Q3199915,Q10737,Q3235597]","[suicide attack,mass murder,euthanasia,stoning,massacre,suicide,crucifixion]"
648688,7,"[Q5873,Q8394,Q608,Q51415,Q8396,Q127683,Q318529]","[sexual intercourse,sex position,human sexual behavior,queer,masturbation,incest,safe sex]"
1498037,7,"[Q37110,Q850168,Q154615,Q842606,Q219934,Q181765,Q2272188]","[pharaoh,King of Saudi Arabia,Archduke,Roman emperor,enlightened absolutism,Holy Roman Emperor,Khatun]"
1386503,7,"[Q207621,Q79719,Q22688,Q976981,Q93288,Q205647,Q171899]","[software license,license,freedom of the press,formula,contract,driver's license,freedom of religion]"
92499,7,"[Q179465,Q27939,Q375011,Q6010,Q132241,Q4618,Q220505]","[polyphony,singing,religious festival,rap,festival,carnival,film festival]"
674181,7,"[Q131508,Q179310,Q11661,Q6504956,Q848436,Q1988917,Q845734]","[enterprise resource planning,computing,information technology,data visualization,home automation,data analysis,infographic]"
1390580,7,"[Q332181,Q42395,Q188930,Q715347,Q506253,Q223143,Q107244]","[natural killer cell,white blood cell,B-cell,lymphocyte,dendritic cell,granulocyte,monocyte]"
1397117,7,"[Q31029,Q161,Q49007,Q482816,Q10475001,Q172827,Q37681]","[rope,fiber,yarn,parachute,silk product,sari,silk]"
1389665,7,"[Q11244,Q76560,Q12187,Q188724,Q173235,Q192949,Q43164]","[car bomb,antidepressant,antibiotic,non-steroidal anti-inflammatory drug,analgesic,plant hormone,kitchen]"
1385042,7,"[Q259745,Q131557,Q1402016,Q109411,Q81741,Q386208,Q18670161]","[witchcraft,amulet,magic in Harry Potter,curse,magic,mascot character,mascot]"
1384235,6,"[Q38104,Q37922,Q7191,Q44585,Q35637,Q80061]","[Nobel Prize in Physics,Nobel Prize in Literature,Nobel Prize,Nobel Prize in Chemistry,Nobel Peace Prize,Nobel Prize in Physiology or Medicine]"
80382,6,"[Q112983,Q36279,Q1322263,Q208628,Q4184,Q309481]","[memoir,biography,place of birth,hagiography,autobiography,obituary]"
1385955,6,"[Q12916,Q9165172,Q11567,Q2362761,Q173853,Q245102]","[real number,imaginary number,complex number,wave function,quaternion,triangular number]"
1384963,6,"[Q189763,Q180454,Q164386,Q190140,Q108158,Q186029]","[trigeminal nerve,cranial nervi,hypothalamus,vagus nerve,ganglion,optic nerve]"
1384261,6,"[Q7264,Q211930,Q167651,Q118365,Q179121,Q663333]","[Marxism,Marxism–Leninism,Maoism,dictatorship of the proletariat,Stalinism,Titoism]"
1386098,6,"[Q11425,Q308876,Q932586,Q581714,Q1415395,Q1414443]","[animation,stop-motion,filmmaking,animated series,film industry,filmmaker]"
91613,6,"[Q7391292,Q47616,Q560,Q1106,Q696,Q1307]","[air,incandescent light bulb,helium,xenon,argon,oganesson]"
542164,6,"[Q183440,Q2813,Q154389,Q188251,Q47719,Q134041]","[caramel,Coca-Cola,molasses,gluten,Pepsi,cola]"
1290366,6,"[Q20129,Q93189,Q167893,Q181409,Q215348,Q796758]","[omelette,egg,mayonnaise,egg yolk,cheesecake,egg white]"
168276,6,"[Q11451,Q64365,Q48803,Q124946,Q176353,Q165647]","[agriculture,bonsai,horticulture,gardening,beekeeping,organic agriculture]"
570688,6,"[Q179635,Q11523,Q44432,Q186161,Q34777,Q18335]","[heat transfer,gamma ray,heat,ionizing radiation,X-ray,radiation]"
571630,6,"[Q189819,Q172663,Q11453,Q45594,Q35856,Q222958]","[ritual,exorcism,irrigation,greeting,baptism,grafting]"
561110,6,"[Q212434,Q130881,Q201919,Q623109,Q641572,Q272090]","[Olympic sport,Hanukkah,Azerbaijan in the Eurovision Song Contest,sports league,European Games,Mediterranean Games]"
218218,6,"[Q34030,Q727694,Q9192,Q33350,Q7850,Q8108]","[Kartvelian,Standard Mandarin,Mandarin Chinese,Chechen,Chinese,Georgian]"
1390098,6,"[Q36510,Q9129,Q36387,Q397,Q37560,Q35497]","[Modern Greek,Greek,Medieval Greek,Latin,Vulgar Latin,Ancient Greek]"
516822,6,"[Q178777,Q743004,Q214098,Q193340,Q182883,Q502048]","[jet engine,aircraft engine,radial engine,spark plug,Wankel engine,gasoline engine]"
619383,6,"[Q477406,Q332486,Q169180,Q244741,Q183318,Q655407]","[regent,Supreme Leader of Iran,ombudsperson,viceroy,dictator,President of the People's Republic of China]"
1390921,6,"[Q56463,Q33557,Q1412,Q9072,Q34113,Q79890]","[Sámi,Karelian,Finnish,Estonian,Uralic,Finno-Ugric]"
1386529,6,"[Q281928,Q44619,Q105434,Q175854,Q844590,Q174589]","[social anxiety disorder,fear,hypochondriasis,phobia,body dysmorphic disorder,agoraphobia]"
1385139,6,"[Q180502,Q7215,Q7193,Q7175,Q502159,Q243748]","[parasitology,virology,microbiology,mycology,serology,bacteriology]"
542177,6,"[Q14088,Q667478,Q10978,Q131480,Q189221,Q182760]","[Mozzarella,cheeseburger,grape,Camembert,Roquefort cheese,feta]"
10690,6,"[Q179965,Q32566,Q185020,Q329823,Q212809,Q234904]","[electroencephalography,computed tomography,histogram,population pyramid,endoscopy,medical ultrasonography]"
1491506,6,"[Q1807269,Q183095,Q484447,Q47722,Q23041430,Q58677]","[leek,ratatouille,Vigna radiata,broccoli,globe artichoke,Brassica]"
1398507,6,"[Q208414,Q5445,Q79460,Q209369,Q846316,Q1059]","[lymphoma,anemia,antibody,Hodgkin lymphoma,aplastic anemia,immune system]"
1386283,6,"[Q8502,Q169358,Q207326,Q54050,Q25391,Q194408]","[mountain,stratovolcano,summit,hill,dune,nunatak]"
201067,6,"[Q11083,Q185317,Q9656,Q121041,Q41478,Q158716]","[large intestine,cecum,appendix,appendicitis,hemorrhoid,rectum]"
1389538,6,"[Q23775,Q167980,Q164411,Q14076,Q23757,Q171917]","[aragonite,transpiration,malachite,condom,limestone,calcite]"
646845,6,"[Q211439,Q80962,Q38112,Q188913,Q173113,Q170201]","[fodder,animal husbandry,forestry,plantation,agronomy,veterinary medicine]"
1391134,6,"[Q11461,Q179448,Q190688,Q502261,Q37172,Q123300]","[sound,noise,shock wave,silence,wave,standing wave]"
1390829,6,"[Q1527888,Q172341,Q212961,Q212328,Q147778,Q79928]","[pancreatitis,ovarian cancer,pancreatic cancer,sebaceous gland,liver cirrhosis,acne]"
1507576,6,"[Q45922,Q44475,Q392326,Q328712,Q238577,Q81980]","[arrow,spear,club,fasces,caduceus,chopsticks]"
293089,6,"[Q269770,Q3914,Q132834,Q423208,Q383092,Q159334]","[boarding school,school,madrasa,private school,art school,secondary school]"
1474374,6,"[Q173117,Q240532,Q15788,Q14083,Q191830,Q193098]","[Brazilian real,fiat money,ruble,dollar,dinar,Kuwaiti dinar]"
55651,6,"[Q212057,Q181908,Q180044,Q53754,Q43338,Q332614]","[shield volcano,andesite,pumice,obsidian,basalt,supervolcano]"
146556,6,"[Q48204,Q79913,Q163740,Q955824,Q15284,Q1685451]","[voluntary association,non-governmental organization,nonprofit organization,learned society,municipality,student society]"
1384437,6,"[Q23413,Q89521,Q88291,Q89753,Q57346,Q57821]","[castle,casemate,citadel,dungeon,defensive wall,fortification]"
207732,6,"[Q168800,Q187255,Q11088,Q42982,Q1485,Q52849]","[anaphylaxis,rheumatoid arthritis,celiac disease,allergy,systemic lupus erythematosus,ankylosing spondylitis]"
1387691,6,"[Q278113,Q7432,Q11394,Q7211,Q183368,Q11398]","[Vulnerable,species,Endangered,taxonomy,invasive species,biological classification]"
1389186,6,"[Q35228,Q26245,Q7737,Q9091,Q8798,Q144713]","[Old East Slavic,Rusyn,Russian,Belarusian,Ukrainian,East Slavic]"
237349,6,"[Q40015,Q127993,Q161380,Q43302,Q389036,Q13499]","[solar energy,geothermal energy,credit card,wind power,methane clathrate,debit card]"
1386671,6,"[Q326827,Q43450,Q483693,Q272460,Q61391,Q61465]","[artistic gymnastics,gymnastics,parkour,pilates,cheerleading,rhythmic gymnastics]"
201669,6,"[Q36747,Q102090,Q105405,Q108266,Q107434,Q68518]","[indigenous peoples of the Americas,Apache,Cherokee,Navajo,Sioux,Haudenosaunee Confederacy]"
1388200,6,"[Q153988,Q60424,Q41331,Q81727,Q131696,Q661199]","[bowl,terracotta,toothpick,cup,towel,dining room]"
183161,6,"[Q22855,Q2385804,Q4671277,Q55043,Q216931,Q11371]","[consumer,educational institution,academic institution,gymnasium,advertising agency,Internet Service Provider]"
65128,5,"[Q3710,Q178413,Q208469,Q119565,Q210510]","[foot,gallon,SI derived unit,frame rate,Volcanic Explosivity Index]"
1385265,5,"[Q1312,Q1313,Q1311,Q24384,Q1314]","[spring,summer,winter,season,autumn]"
1478349,5,"[Q744913,Q2438541,Q3739104,Q18663901,Q171558]","[aviation accident,manner of death,natural causes,death in battle,accident]"
1151706,5,"[Q165510,Q559618,Q182053,Q14623646,Q19873]","[Argonauts,fictional universe,philosopher's stone,fictional organization,lightsaber]"
187498,5,"[Q11189,Q44127,Q210499,Q483426,Q528166]","[proxy server,server,bulletin board system,intranet,client]"
232332,5,"[Q134737,Q165503,Q863048,Q282019,Q355567]","[nobility,baron,princess,baronet,noble title]"
9313,5,"[Q108325,Q2977,Q16970,Q267596,Q163687]","[chapel,cathedral,church building,ancient Greek temple,basilica]"
527498,5,"[Q194230,Q7727,Q41803,Q25235,Q11574]","[leap second,minute,gram,hour,second]"
96645,5,"[Q165309,Q11214,Q11345,Q182527,Q50701]","[inequation,differential equation,equation,Chemical equation,variable]"
1388805,5,"[Q169219,Q8054,Q36468,Q208467,Q26868]","[albumins,protein,unicellular organism,signaling receptor,collagen]"
166544,5,"[Q70899,Q133833,Q34679,Q42302,Q191704]","[Adam,gravel,sand,clay,conglomerate]"
1449449,5,"[Q33690,Q30319,Q25442,Q145852,Q9056]","[Kashubian,Silesian,Sorbian,West Slavic,Czech]"
249358,5,"[Q9143,Q251,Q189224,Q55813,Q899523]","[programming language,Java,pseudocode,machine code,object-based language]"
1385117,5,"[Q253623,Q1297822,Q38746,Q131257,Q11692]","[patent,copyright,author's rights,intellectual property,share]"
542088,5,"[Q6502151,Q10566551,Q1773974,Q58148,Q552461]","[tax evasion,safety,preventive medicine,pasteurization,hand washing]"
1384287,5,"[Q187971,Q1233637,Q355304,Q695793,Q1267889]","[wadi,river mouth,watercourse,rapids,waterway]"
24329,5,"[Q446,Q201783,Q48378,Q327954,Q188209]","[wheel,moped,pulley,torch,axle]"
75776,5,"[Q172861,Q69564,Q166735,Q4421,Q42762]","[ecological niche,taiga,swamp,forest,biosphere]"
1390591,5,"[Q168698,Q11197,Q188597,Q674533,Q746264]","[exponential function,logarithm,linear function,inverse trigonometric function,constant function]"
68581,5,"[Q235799,Q42621,Q212926,Q182639,Q281721]","[cyborg,hybrid,endogamy,exogamy,chimera]"
164136,5,"[Q947873,Q662729,Q2045208,Q211236,Q2722764]","[television presenter,public figure,Internet celebrity,celebrity,radio personality]"
781832,5,"[Q165328,Q9621,Q183392,Q133087,Q191944]","[osteoporosis,human skelet,rickets,gout,exoskeleton]"
75998,5,"[Q13082,Q11429,Q222971,Q180381,Q188804]","[nuclear fusion,nuclear fission,CNO cycle,cold fusion,factorization]"
1460159,5,"[Q184211,Q272026,Q205,Q170585,Q4049983]","[monogamy,polyamory,infinity,polygamy,cardinality]"
725942,5,"[Q22722,Q2747456,Q192883,Q207293,Q835706]","[Prince-Elector,prince,Dauphin of France,crown prince,prince of Asturias]"
1267010,5,"[Q102059,Q9406,Q239872,Q46721,Q152519]","[Gorgons,zombie,undead,vampire,basilisk]"
1386116,5,"[Q160289,Q485537,Q1541064,Q162668,Q124794]","[hearing,odor,smell,visual perception,taste]"
1387861,5,"[Q230386,Q209496,Q269785,Q9585,Q187715]","[Isma'ilism,Alawites,Twelver Shiism,Shia Islam,Order of Assassins]"
578790,5,"[Q7735,Q105674,Q6388,Q6537379,Q159354]","[diving,running,swimming,walking,rowing]"
100497,5,"[Q130901,Q4440864,Q51501,Q271977,Q165498]","[binary relation,dimension,Maxwell's equations,partial differential equation,Schrödinger equation]"
269290,5,"[Q480498,Q65943,Q99982,Q381045,Q184899]","[impeachment,theorem,grandfather paradox,oath,proof by contradiction]"
1384245,5,"[Q29171,Q180335,Q132518,Q102538,Q4508]","[infantry,phalanx,International Brigades,company,navy]"
1387077,5,"[Q131723,Q1368,Q178803,Q182722,Q62955]","[bitcoin,money,international trade,export,import]"
102178,5,"[Q1221156,Q262166,Q37654,Q66076,Q189724]","[federated state of Germany,municipality of Germany,market,foreign exchange market,planned economy]"
295304,5,"[Q179164,Q107390,Q43702,Q261543,Q204920]","[unitary state,federated state,federation,state of Austria,Crown of Aragon]"
1385601,5,"[Q33767,Q167131,Q228027,Q83360,Q192298]","[hand,middle finger,little finger,thumb,ring finger]"
89990,5,"[Q190903,Q336989,Q131342,Q42339,Q81464]","[herbaceous plant,hay,broad bean,Phaseolus vulgaris,Spinacia oleracea]"
1385738,5,"[Q512187,Q4198907,Q166747,Q720477,Q1075404]","[federal republic,parliamentary republic,parliamentary system,Westminster system,soviet republic]"
58935,5,"[Q9135,Q920890,Q205020,Q174666,Q9662]","[operating system,mobile operating system,desktop environment,cross-platform,kernel]"
569182,5,"[Q44363,Q82586,Q43101,Q402,Q102296]","[fermion,lepton,boson,Higgs boson,deuterium]"
148595,5,"[Q818405,Q147651,Q216235,Q229385,Q177378]","[linseed oil,peanut butter,coconut oil,soy sauce,tofu]"
726006,5,"[Q208729,Q188788,Q42527,Q185583,Q13393]","[nougat,falafel,spice,candy,onigiri]"
231003,5,"[Q10931,Q909821,Q192989,Q1510761,Q47555]","[revolution,food safety,acculturation,social change,political economy]"
1389228,5,"[Q21191270,Q5398426,Q653916,Q3464665,Q482612]","[television series episode,television series,television pilot,television series season,Korean drama]"
190849,5,"[Q170210,Q146470,Q134862,Q83376,Q1827]","[absinthe,brandy,champagne,rum,red wine]"
186717,5,"[Q162875,Q200141,Q172896,Q34023,Q321053]","[mausoleum,necropolis,catacombs,tumulus,cenotaph]"
1389257,5,"[Q8092,Q43059,Q8081,Q79602,Q177414]","[tropical cyclone,drought,tornado,cyclone,anticyclone]"
157365,5,"[Q83864,Q228395,Q182353,Q173432,Q187082]","[menstrual cycle,mating,sexual reproduction,asexual reproduction,ovulation]"
1390414,5,"[Q176623,Q186290,Q41693,Q5862903,Q44455]","[random variable,correlation,prisoner's dilemma,probability theory,game theory]"
1245528,5,"[Q143447,Q852998,Q50769,Q106532,Q223197]","[alabaster,stakeholder,pyrite,muscovite,kaolinite]"
1386603,5,"[Q161254,Q186300,Q44528,Q214519,Q244777]","[angular momentum,angular acceleration,Euclidean vector,track gauge,draft]"
607769,5,"[Q2610088,Q39594,Q1303167,Q18783,Q150784]","[moraine,bay,barn,Pacific Ring of Fire,canyon]"
726389,4,"[Q186986,Q176996,Q486975,Q133036]","[etching technique,polymerase chain reaction,medical implant,lithography]"
571497,4,"[Q191163,Q174705,Q170571,Q373]","[landscape art,oil painting,still life,Wikivoyage]"
1387419,4,"[Q8065,Q2526135,Q7944,Q7692360]","[natural disaster,security,earthquake,volcanic eruption]"
63657,4,"[Q189561,Q213600,Q1869874,Q486851]","[narcolepsy,sleep apnea,insomnia,sleep paralysis]"
1386991,4,"[Q478804,Q231302,Q242492,Q237338]","[children's anime and manga,shōnen,shōjo,seinen]"
632883,4,"[Q48264,Q48277,Q190965,Q2672163]","[gender identity,gender,transsexualism,gender role]"
1386319,4,"[Q173091,Q214604,Q12503,Q168817]","[transcendental number,zero of a function,integer,algebraic number]"
1387169,4,"[Q166142,Q620615,Q192726,Q47146]","[application,mobile app,virtual machine,user interface]"
1502637,4,"[Q131476,Q12479,Q76592,Q121416]","[graph theory,number theory,combinatorics,discrete mathematics]"
1387553,4,"[Q14079,Q190489,Q1131316,Q42295]","[liana,evergreen plant,deciduous plant,shrub]"
569490,4,"[Q3229,Q83197,Q107575,Q10251]","[positron,antimatter,antiproton,plasma]"
1503632,4,"[Q122811,Q185138,Q208021,Q402563]","[xylem,phloem,walnut,maple syrup]"
1385508,4,"[Q600751,Q204310,Q384593,Q210815]","[prosecutor,gendarmerie,police officer,military police]"
1387353,4,"[Q11210,Q730242,Q184876,Q570607]","[coordinate system,test pilot,frame of reference,inertial navigation system]"
1389348,4,"[Q3407658,Q93301,Q171043,Q34336]","[tram,locomotive,steam locomotive,diesel locomotive]"
171642,4,"[Q9896,Q209889,Q155922,Q190265]","[pesto,mascarpone,Parmesan cheese,pepsin]"
1386574,4,"[Q79984,Q62927,Q5325,Q5322]","[Ethernet,digital camera,inductor,capacitor]"
660095,4,"[Q5295,Q160710,Q1647694,Q174077]","[random-access memory,read-only memory,USB flash drive,flash memory]"
255486,4,"[Q1907525,Q124072,Q190570,Q154321]","[pistol,rifle,sniper rifle,Mosin–Nagant]"
240060,4,"[Q262959,Q164,Q209,Q41159]","[rectangular cuboid,square,rectangle,rhombus]"
1385413,4,"[Q9051,Q21200,Q26721,Q35722]","[Luxembourgish,Germanic,West Germanic,Gothic]"
1386768,4,"[Q121254,Q7272,Q189280,Q275595]","[social democracy,socialism,democratic socialism,eco-socialism]"
1388491,4,"[Q189049,Q210189,Q6223,Q180490]","[ethnocentrism,anti-fascism,fascism,populism]"
8745,4,"[Q3516404,Q8269924,Q36642,Q171184]","[systematics,taxonomy,binomial nomenclature,phylogenetics]"
726435,4,"[Q188728,Q22692,Q543,Q191600]","[privacy,freedom of speech,censorship,civil and political rights]"
654762,4,"[Q515,Q2264924,Q183342,Q208511]","[city,port settlement,federal city of Russia,global city]"
732630,4,"[Q178197,Q156733,Q9402,Q273108]","[mercenary,Landsknecht,ninja,condottiero]"
1469958,4,"[Q8795,Q42283,Q8803,Q4503]","[Internet Protocol,File Transfer Protocol,Transmission Control Protocol,network switch]"
